voltage,temperature,internal_resist,cell_imbalance,power_output,charge_rate,degradation,soc_efficiency,fault
0.588573094592536,1.6215726320007569,-0.6434810080045534,-0.37669055141374674,-0.2832769538978924,-0.41393194210031836,0.2955736010551534,-0.3923070073693728,0
0.004039828808247708,0.7080944485756786,-0.16475761730443433,-0.33876329849525416,0.26796656415051856,0.9403873475193344,-1.5472637266611426,-0.768732382572294,0
0.17599913935401013,0.18365492026870076,-0.12695988895636748,0.331389708425297,0.23487443696782265,-1.6207817386111836,-1.246174720455918,-0.5070607763116773,0
-1.6189600347465711,0.6235981798532271,-0.592840763328667,-0.5130615395059706,-1.3565332038509863,1.7010073303517013,-1.315607704608049,-0.37109675196603814,0
-2.58347258177129,-1.9548439877139652,-0.816830229445389,0.6614863176694985,0.051272344925939045,1.5722948785963677,-0.10273590870993367,0.10508617270780622,0
-0.4455299611829274,-0.4327287254521051,0.02200031385510597,0.47155521463745037,-0.42301030331542594,-1.445054296016149,0.8934539800237439,-0.6646398080519482,0
1.0467562322202058,0.30370756568573165,-1.6942851996087613,-1.1038627636298906,-0.047328019686323414,1.320722281862708,-1.416603968493198,-0.0711667922965112,0
0.3882300283888704,-0.9053307148562985,-0.34051805526457624,0.3788939902450611,0.6049395047042843,-0.6743564162857659,-1.1905240997961095,-0.3742081834345596,0
-0.20947823420348372,-0.3643124479854772,0.7062766650877634,0.6479337876754767,0.3192920335272131,-1.3866086588772721,2.0216651783010433,-0.4085006844264873,0
0.4652691985559279,0.45601532396421385,0.2816907524538583,-1.4762523104647989,-0.11698249216446696,0.2221774363654035,-0.767741758438394,2.939205317878218,0
-0.46349721015355394,0.5704219279297877,-0.4232024301008312,0.35059729438591797,-0.19538028319337655,1.2529143232522157,0.5322563100428895,-0.6301824576482038,0
0.5230203992488622,-0.2636336779039353,0.22176192402770611,1.0319123092126796,-1.9412763562209654,-1.1960832835700985,-0.8175219204463672,-0.8068942459747988,0
-0.8252054786703704,-0.0518195107495226,1.2623818420140807,-0.2562904885988726,0.4174444281016126,1.6042080007709392,1.602497349486565,-0.6402121767281623,0
-0.5637608242706317,-0.9341113741473701,1.0326614007869706,-0.5863087020343193,0.1380393955767925,-0.7411623494824031,0.41881853867903673,-0.7572110095344456,0
-1.128207778680666,0.741175050991979,0.7907752952512993,-0.31753240354755846,0.6834983695838808,0.5507976677764962,1.4959558708769345,-0.5774272131615859,0
-0.5030073371061025,-1.048949645496279,0.06573648827741824,0.47395429233448844,0.0535081034540662,-0.5360598986101653,0.7979745702335975,-0.30944952518263114,0
1.4760076589961513,1.008361170306776,-0.9353789942116205,0.6457329069985609,0.3428187850433367,1.285445794834204,-1.6218177666611888,0.21468965876486176,0
-0.16954034303984342,0.4969555605889456,-0.20392765973304589,0.7714238940826711,0.725585070941722,-0.3367583397086314,-1.3259833266777432,-0.40581453175714033,0
1.4023436036755912,0.5425521908152987,-0.7660836439370506,-0.6379862554406087,0.5047683394580451,-1.2462645075408338,0.8965899734237822,2.295456673538035,0
-0.8055627431005837,0.5894201437765099,1.5963714682213535,-1.0862105661560608,-0.3282182967024058,0.06935121067141024,0.6580001671728203,-0.2962147981385484,0
-0.47713186073934477,-1.057282694915515,-0.6616710194525713,-0.23517367863356511,-0.4823828917798516,0.8094320068323357,0.8236961346229484,-0.6520462843763206,0
0.23021895155327282,-1.7515861665600336,-0.9492556462237924,0.5173994609248846,0.5481635223632402,-0.510117173332654,-1.3086739591385312,-0.7222134856846407,0
1.9637477802078966,0.31487580483346533,-0.04184250998267617,-1.8160638489112775,0.8404367545658274,-1.3562021961697324,-1.1250715688681308,-0.2667190149901758,0
