engine_temp,rpm,vehicle_speed,oil_pressure,fuel_level,coolant_temp,vibration,exhaust_temp,thermal_stress,vibration_zscore,fault
1.7452531105580191,-0.4146016293393925,-0.624589635616494,0.18747647745453136,0.48320705975530076,1.3265717094921718,1.3576676632630902,0.3511794318375415,1.8068700155953927,1.35766766326309,1
-0.5108381792305041,-0.44432887026414775,-1.3785213787643305,0.7499188660646331,-1.4555047211284902,0.4163814305330622,-0.2925738004301981,0.33450882795128295,-0.286659596338284,-0.29257380043019826,0
-0.03729642853299596,-1.7898536928696367,-1.4863471050515575,0.032234588433403336,-1.1157108391643042,-0.4781025637157586,-0.29681396650281855,0.18836318852024742,-0.17399344729100247,-0.29681396650281877,0
0.4901024682164968,-0.3207021395240289,-1.4087262447091948,0.6176847825518913,-0.8223132148130688,-1.0334493512702099,0.09175298437568087,-0.5678122652868378,0.08419253060933687,0.09175298437568069,0
-0.5686119761986709,0.7448270648778091,0.27919919678928734,1.4755142893794484,0.8998908441981639,0.09363712920750872,0.009770541578985277,-1.876245973674866,-0.4304038040956743,0.009770541578985095,0
-0.5686020843818498,-1.2671623475359977,-1.5559425663630904,1.504807085059503,-1.1558054949241525,-1.7915657701232888,-0.5101181816886442,-0.005480328022538493,-0.9978606162683674,-0.5101181816886444,0
1.8371780257877053,1.061255701430968,-0.5704491894652621,-0.7037063029873669,1.2439994345121517,1.0772523082974779,1.9235692317203144,-0.21680291870071028,1.8059604833113332,1.9235692317203144,1
2.085324831980796,0.49917108894153855,0.8676331080844173,-0.8341965782430273,-1.2685003339335512,1.9957767514743991,2.6103923835167273,0.5615989323016224,2.282577583687289,2.6103923835167273,1
-0.7103944319097433,-0.725837617624138,-0.7175442744871677,-0.44638726035933124,-1.6082896058644802,-0.6666706919595649,-0.9539496039811471,-1.5142716396322857,-0.7736125426776727,-0.9539496039811474,0
1.7662791836857272,-0.13167858667542798,0.9025541372406635,-0.5060654931698703,-0.3434731878910588,0.4078076337879454,1.7514259686858262,1.966072097373501,1.5472705809039855,1.751425968685826,1
2.2507041691704517,1.612444953206269,0.8409193615454861,0.3290202132529154,1.710867959828895,0.449950075222405,1.0177762868674751,0.8631144729433597,1.950647990890788,1.0177762868674751,1
0.971448837954832,0.7455475613620072,-0.885168090809664,-0.4667096583425817,-1.344296700277886,0.895805717069476,2.526472992364839,-0.8635123732175286,1.0531266525580436,2.526472992364839,1
-0.28174917042623426,0.019003790318602536,0.7834169875020339,0.009783113564847424,-1.374612080678393,0.07798208394841549,-0.19765093080919038,0.8532388598465217,-0.20375928209838332,-0.1976509308091906,0
-1.5802969500307185,-0.22806836556197527,0.8488982512373633,0.6249983261444295,0.9084072721696501,-0.4633726498350972,-0.7420642345883882,-0.6033359438607461,-1.4140002387180444,-0.7420642345883884,0
-1.4668073588546473,0.08699574687933925,-0.3613486320818356,0.6593229898068892,-0.6348362049553173,-0.55986919607288,-1.1797263769312338,-0.5535589599669793,-1.3515165133661449,-1.1797263769312343,0
-0.7663149606905657,-0.5028215931961715,-1.0074861276600504,0.4579573398385353,0.7892909459394284,-0.5575084216170689,-0.45094608318035373,0.041426915628168595,-0.7858539104956476,-0.4509460831803539,0
-1.0377704351559138,-2.099719016959752,0.06639695566598668,0.5163772588852553,-1.0290834977532395,-0.37493008289627816,-0.3621955872920625,-0.39723064008998415,-0.9498267441048198,-0.3621955872920627,0
-0.23819694612130804,2.0573909166166366,1.4487001074310961,0.30530316050171563,-0.11488380977861236,0.03792048404456232,-0.49927461729812467,-0.08649350239801032,-0.1806930499082776,-0.49927461729812483,0
-0.9746235018968402,0.16590495759890905,0.4752422357035618,1.0056921174716074,-0.7996057516939513,-0.4176406355926221,0.2952767661320184,-1.2168612794929994,-0.9117546040848729,0.2952767661320183,0
-1.278455290417778,0.409323458199168,-1.1370290296547778,0.8501826623029818,-0.14491794881199865,-1.263267530282616,-0.5242830700070755,-0.46581125464289175,-1.4113391437617386,-0.5242830700070757,0
0.45552998591534016,-0.04785137097211664,0.6242770581687787,-0.1792508058590435,0.9714390484256628,-0.01239538500530462,-1.4334278552343545,-1.7901037064032672,0.36365696482541826,-1.4334278552343547,0
-0.5635647339194872,-0.7267232657037476,-0.2585755139955555,-0.19570866876363818,0.9465254236932885,-0.06208178718986895,-0.6406484874696706,-0.5373532377487472,-0.4732061080234869,-0.6406484874696708,0
-0.38684684204641706,-0.1761824390098538,0.30911462976261633,0.25706885677586194,0.08092068094719945,-0.25130742103602455,-0.2762689283660817,0.7236743892702753,-0.3876406948666259,-0.27626892836608186,0
-0.02670622986599809,-1.5931234069058078,0.801525829332778,-0.8133636681468944,1.5313411528068361,2.2825999898050418,2.572217516867135,-0.7773637173510676,0.665546499844616,2.5722175168671355,1
