voltage,current,temperature,state_of_charge,internal_resist,cycle_count,cell_imbalance,power_output,charge_rate,age_months,fault
354.06602868713526,60.96637340766914,37.29980608412557,90.22755030606547,0.09098882576530327,443,0.13231282409696465,40.15230603035718,1.0782993871390958,63,1
378.912034425256,59.75272205032461,33.24302258132504,52.978451922722314,0.04420440631002899,152,0.01801130735936813,46.870715105779865,0.8335142669009477,57,0
370.23303624301286,58.868238698987845,28.608046468477994,98.9068020694058,0.048985871248616496,535,0.018208556879937336,52.36295861177379,1.578316310157114,2,0
372.7862434443926,49.81342043504028,25.947047300198484,67.1606384869772,0.04936339304171338,995,0.021693843821418896,52.033249482019045,0.16981243437590243,10,0
346.13515560883974,44.50407921437361,28.17931352853539,39.753356915004936,0.04471019850465123,619,0.017302078244395107,36.17746525144851,1.9966159841683406,9,0
331.81432370349626,77.51446186481317,15.096332378157765,36.94301924095309,0.04247300308103987,6,0.023410588191354206,50.20395378113903,1.925831127307293,47,0
363.55794071206884,44.78558065828625,22.819524907103666,72.43525206378567,0.050851199989993684,871,0.022422807212469135,45.478499948989885,0.2664529823649365,65,0
385.7150187058333,41.4965725085856,26.55619282100957,41.36028047137606,0.03370902735616528,152,0.014229478748181168,49.22156179919327,1.7874798644177932,8,0
375.9373925884503,58.47903222815222,20.42154871947412,61.969926035906,0.047230384911364,350,0.021940900913427822,55.720344928087016,0.6902949522430968,12,0
367.0627754739042,56.07779767369652,23.16666818599265,60.94891035883239,0.057685717469782,420,0.023340105099695436,52.87433328856679,0.2985949080497349,83,0
377.0812501872891,28.096786411540382,27.32900035405335,11.396340367663607,,396,0.012292780096791262,48.52756847028138,1.183339871872383,21,0
363.29116766375176,81.7438986270811,27.909497935882982,72.36483245934683,0.04640453757043842,979,0.02179373734996325,47.74646221766331,1.7501891704808357,61,0
377.9387250226414,23.31668671910493,23.677510921884913,61.04015374304522,0.05284640881761997,92,0.025337074915696943,30.351452471019968,0.4033735152131779,20,0
357.92061719431405,22.786783566927777,24.75225317948566,82.92943536097984,0.06324006776328131,798,0.018637475954224575,53.852261978971185,1.943381610996394,67,0
361.8024795503393,85.62127013826468,20.27551603829291,94.51694934753704,0.06094563165102472,407,0.016921139299968534,51.06844606969877,0.653555317854175,44,0
336.12268828548247,48.654227881521976,37.324062550051536,53.9607295842391,0.10386000499294293,962,0.10348494524496255,37.149814275248985,1.1820939797521455,63,1
353.42171770486175,54.48626329907618,28.7758970036963,79.82856069287897,0.05852968550087142,428,0.018318973098551697,56.50305601918655,1.3640631486404735,70,0
362.7045315558114,38.54288617732281,19.69282818192059,52.20079982508174,0.05128803468119684,673,0.022435284175316098,50.22622947210869,0.7663505247580001,62,0
392.08843245451897,44.09207117479903,30.131595807651323,36.31216626426548,0.041288944033050536,442,0.0233286589066562,53.10873903484935,1.768079712755545,0,0
358.92767022030586,72.05082372421072,54.029055162284784,91.08121810452552,0.10223569367201653,636,0.17964895987305574,65.0865182685945,1.9855991702332685,69,1
367.65576291380086,62.060863787860356,27.536730568362838,65.50033306015376,0.04859464285210658,498,0.023982344186618123,56.92238142556894,0.8759555561798664,8,0
390.9946876847222,60.61195150084213,27.76808726167001,15.452773450420057,0.04297985740250157,773,0.016652378136182595,54.722302477158486,0.37577656785152935,77,0
,26.1902330829787,36.967342727302565,94.10225490750175,0.0972631913595065,439,0.13652548037470402,42.32578052807503,1.780623938295975,83,1
358.21226743268966,46.07088229791621,28.005894629568765,47.54993285640407,0.06657593920508938,354,0.014321283116301035,46.422947848502005,1.0992937491947823,45,0
363.0887239114859,63.81684488291502,19.650546400367233,70.15693519925101,0.04402272539854471,524,0.01874729884729197,44.88694884180906,1.5062979862164014,73,0
373.59128514015924,11.031014965982976,16.127659850331682,96.33374962097442,0.041150344736776076,249,0.022661230902697567,55.15466477022684,0.7806176144630801,10,0
399.3302711541935,32.25302944234545,26.61286031741131,58.06123598167528,0.05021354110452672,881,0.010525510972752701,58.06669132289016,0.31531681087305524,13,0
390.2258691328684,65.36907917976352,44.94339099065684,63.83017206228472,0.09272538129929753,167,0.08769375718824508,46.640456568229865,1.7326331237698396,29,1
354.65009086320066,27.90289364459309,43.65114588528482,26.96924453828429,0.08669892444841637,970,0.1052528010665365,43.65047142724785,1.0178267388469098,60,1
354.9564125604857,37.41610995003931,27.443779756824952,80.02049872647412,0.05064832273796735,140,0.021276546501880496,52.53803496080347,0.30722198224577574,11,0
359.77139964564094,70.77840420463062,,56.947140126719496,0.05701375952753961,617,0.02349803053842841,43.7589709694092,0.4559806648883151,83,0
362.3240336267663,59.832676701547854,25.424830849753473,53.810161071709665,0.04573495390504356,445,0.02037490772700238,45.35255172548022,1.5089034308922673,54,0
389.8316914328937,64.94121552562669,17.543086695093244,25.980289150197436,0.055171166639558296,308,0.021432870234800155,62.43380674298378,1.7640626681911278,75,0
382.53041663300763,59.38099459553856,26.15935193090795,49.7023149686801,0.04921006818161936,236,0.024733062413150965,38.530094726433504,0.6266383904147322,16,0
375.9659225495703,59.721414455527416,32.72848017956409,95.38934417355792,0.057358814805153334,695,0.010780276310425548,49.57459661217027,0.6327401727010724,41,0
320.9142002954102,51.56016691317667,43.193691852794494,44.88145355493898,,299,0.15225357675398174,66.59578063526405,0.29321547637680967,37,1
380.5763857933934,24.431794593863074,15.620413822368548,29.963817824599946,0.05279616310679356,731,0.026095527807541666,29.648466233456553,0.8958512188883306,7,0
337.3388098657008,42.28971692074301,30.708354283297023,63.87115286158476,0.05830831121534187,451,0.022218723072665904,45.36808222433022,1.79369603665158,77,0
356.0647443971925,45.23414605612732,24.835485317819856,55.72456005603583,0.031516845026616294,981,0.025208811848192684,52.37062045505145,0.4122445312129889,44,0
362.88895078363106,19.12735361527721,31.447438254509695,53.17574431332652,0.039330171191717486,444,0.020076099782772916,68.813106257398,1.5804056928867294,48,0
383.62999768083625,38.85910445931742,17.740207435183297,24.69325041353946,0.04938415036281921,437,0.023648828115966112,38.58782597884872,0.5159033347063611,70,0
383.85971956145687,42.624017221606685,22.08285237267577,91.7807127282458,0.03854616137291551,176,0.017845076772288974,47.60508655819716,0.4849677342069699,81,0
367.4707306523431,78.59673237001516,25.379932051608794,64.70796015622804,0.04571557116534589,548,0.01373744298402468,42.86578056573365,0.1283950850185592,80,0
359.5350165195779,13.65601878490866,31.344621129380133,65.9275678810787,0.05342397185955616,17,0.024923821263642038,68.96689810873993,1.3724867392749625,11,0
356.709282352474,51.84057727399891,45.63760777898453,20.6763864443991,0.1428380555785136,769,0.08872917622060372,47.041311169027765,0.8350699860218194,23,1
353.9667798643095,57.1458554881455,30.718608901564373,51.007474078889075,0.13840673623969943,439,0.14344987765391812,42.545983056174336,1.9501255416130259,44,1
369.3460419067497,64.3334818295962,24.302491878583268,62.474857349901576,0.0605629268018768,433,0.020582393600439317,49.726286059526075,0.1981613438700376,61,0
364.9178325405853,71.54888778852276,34.64880472474211,93.12180108880013,0.05551178726962726,864,0.020900783406041283,55.90058065374947,0.22528111732230005,26,0
,25.967757744702965,20.07956113893781,62.22916385078442,0.05053320789541284,746,0.02176763427054816,65.25868923495482,0.6404618506896296,80,0
356.12179701007454,41.08565018594014,22.885019675958556,96.26876822008526,0.04453354220135112,196,0.02041157224164442,39.546268316678095,1.1217719696796706,0,0
363.36804014107577,62.926598991257606,19.951112982902618,72.27163112514444,0.06400011969734119,383,0.014885333576873378,60.083985577453554,1.5220197883890518,63,0
349.67472757139126,42.524822390459505,27.593839898516894,24.054685065358413,0.05071550051863789,523,0.016328358494984072,53.23004610900427,0.6757375052078387,10,0
360.07705439684065,53.14544617463497,19.97286952473349,15.85286161914265,0.032057068185854506,15,0.01584312467474791,56.194175978881624,0.7337379038590474,78,0
377.513081019406,73.05016386828203,25.691850489499434,59.352717028001585,0.05901057603295185,953,0.02583875438950088,37.54990055398623,1.4667538179658277,44,0
368.6186024544041,68.8516967244177,21.056756979027806,94.98986136115391,0.055808739077946895,733,0.01537182438276386,42.701033611668116,0.8025868573445162,11,0
325.68294665139615,60.55904857667609,26.993000624187427,38.71987186473319,0.05103394610115269,273,0.01573584271302255,41.52158825877894,1.339863062885949,69,0
368.1718994983221,74.32771954744227,25.92613548882128,89.57670990843079,0.053448415592405464,26,0.020783711536825268,43.651949012294814,0.6969724573286195,0,0
368.79302522655456,34.44036666933113,29.32970866669482,23.146470794614054,0.04169814486178819,366,0.01849686577824134,58.78123665523263,1.9841298948182577,8,0
388.0866995020123,45.39108484324718,27.517621688752826,76.70383822365041,0.045430637198155564,759,0.02011813405367496,54.97193466355671,1.841615352481502,20,0
373.7493321483372,51.270437176403966,31.054090239204033,47.45255995024419,0.044867343580641296,218,0.01910196635283106,44.66277103587959,1.2146535616356589,43,0
